Delivery Week,Producer Code,Product ID,Product,Quantity,Cost,Price,Fulfilled
9/19/2022,PZM,3153,"Peppers, Jalapeño",10,3000,3329,10
9/19/2022,PLT,3364,"Greens, Mustard-24 ct",5,4275,4745,5
9/19/2022,PLT,3458,"Peppers, Habanero",10,4050,4496,10
9/19/2022,MMO,3364,"Greens, Mustard-24 ct",5,4275,4745,5
9/19/2022,MHG,3200,"Tomatoes, Grape, 12 ct Pint",10,4050,4496,10
9/19/2022,KHF,3201,"Tomatoes, Roma",36,4050,4496,36
9/19/2022,KSL,3202,"Tomatoes, Slicing",15,4600,5106,0
9/19/2022,LDX,3458,"Peppers, Habanero",11,4050,4496,0
9/19/2022,MLG,3364,"Greens, Mustard-24 ct",10,4275,4745,10
9/19/2022,LDX,3153,"Peppers, Jalapeño",10,3000,3329,10
9/19/2022,YMF,3200,"Tomatoes, Grape, 12 ct Pint",18,4050,4496,18
9/19/2022,AGF,3189,"Squash, Winter, Delicata",30,4075,4523,30
9/19/2022,D2D,3200,"Tomatoes, Grape, 12 ct Pint",10,4050,4496,10
9/19/2022,D2D,3200,"Tomatoes, Grape, 12 ct Pint",10,4050,4496,8
9/19/2022,KHF,3759,"Onions, Bulb",10,4625,5134,0
9/19/2022,AGF,3759,"Onions, Bulb",20,4625,5134,0
9/19/2022,CHO,3200,"Tomatoes, Grape, 12 ct Pint",10,4050,4496,10
9/19/2022,SRF,3759,"Onions, Bulb",20,4625,5134,20
9/19/2022,MFP,3364,"Greens, Mustard-24 ct",5,4275,4745,5
9/19/2022,SRF,3759,"Onions, Bulb",10,4625,5134,10
9/19/2022,CTH,3202,"Tomatoes, Slicing",15,4600,5106,15
9/19/2022,MFP,3759,"Onions, Bulb",10,4625,5134,10
9/19/2022,CBS,3153,"Peppers, Jalapeño",12,3000,3329,12
9/19/2022,KSL,3364,"Greens, Mustard-24 ct",10,4275,4745,0
9/19/2022,DTF,3202,"Tomatoes, Slicing",36,4600,5106,36
9/19/2022,CBS,3201,"Tomatoes, Roma",10,4050,4496,0
9/19/2022,MLG,3759,"Onions, Bulb",10,4625,5134,10
9/19/2022,LFF,3458,"Peppers, Habanero",25,4050,4496,5
9/26/2022,YMF,3200,"Tomatoes, Grape, 12 ct Pint",18,4050,4496,16
9/26/2022,PBY,3201,"Tomatoes, Roma",9,4050,4496,9
9/26/2022,AGF,3449,"Peppers, Poblano",10,4625,5134,0
9/26/2022,D2D,3200,"Tomatoes, Grape, 12 ct Pint",10,4050,4496,0
9/26/2022,MFP,3573,"Greens, Bok Choi",10,4625,5134,10
9/26/2022,CBS,3201,"Tomatoes, Roma",14,4050,4496,0
9/26/2022,CHO,3449,"Peppers, Poblano",10,4625,5134,0
9/26/2022,MFP,3573,"Greens, Bok Choi",10,4625,5134,10
9/26/2022,SRF,3201,"Tomatoes, Roma",30,4050,4496,30
9/26/2022,CHO,3200,"Tomatoes, Grape, 12 ct Pint",10,4050,4496,10
9/26/2022,PBY,3573,"Greens, Bok Choi",10,4625,5134,10
9/26/2022,PZM,3573,"Greens, Bok Choi",10,4625,5134,0
9/26/2022,CAL,3189,"Squash, Winter, Delicata",65,4075,4523,5
9/26/2022,PBY,3573,"Greens, Bok Choi",10,4625,5134,10
9/26/2022,MHG,3200,"Tomatoes, Grape, 12 ct Pint",10,4050,4496,0
9/26/2022,PZM,3573,"Greens, Bok Choi",10,4625,5134,0
9/26/2022,MFP,3573,"Greens, Bok Choi",10,4625,5134,10
9/26/2022,AGF,3189,"Squash, Winter, Delicata",60,4075,4523,0
9/26/2022,KHF,3201,"Tomatoes, Roma",18,4050,4496,0
9/26/2022,TEB,3573,"Greens, Bok Choi",10,4625,5134,10
9/26/2022,PZM,3449,"Peppers, Poblano",10,4625,5134,10
9/26/2022,TEB,3573,"Greens, Bok Choi",10,4625,5134,0
9/26/2022,NTN,3449,"Peppers, Poblano",20,4625,5134,20
9/26/2022,D2D,3200,"Tomatoes, Grape, 12 ct Pint",10,4050,4496,0
9/26/2022,PBY,3189,"Squash, Winter, Delicata",25,4075,4523,25
9/26/2022,PZM,3573,"Greens, Bok Choi",10,4625,5134,0
9/5/2022,TXI,3758,"Eggplant, African (Bitter Ball)",11,2400,2664,11
9/5/2022,MFP,3828,"Peppers, Green Bell",8,4075,4523,0
9/5/2022,HAF,3758,"Eggplant, African (Bitter Ball)",11,2400,2664,0
9/5/2022,SXF,3758,"Eggplant, African (Bitter Ball)",11,2400,2664,0
9/5/2022,SRF,3759,"Onions, Bulb",10,4625,5134,10
9/5/2022,CMU,3755,"Carrots, Orange",22,3675,4079,11
9/5/2022,PLT,3702,"Greens, Malabar Spinach-12 ct",12,3650,4052,12
9/5/2022,MMO,3364,"Greens, Mustard-24 ct",5,4275,4745,5
9/5/2022,KHF,3153,"Peppers, Jalapeño",12,3000,3329,12
9/5/2022,NTN,3813,"Greens, Kale-24 ct",10,4275,4745,10
9/5/2022,CLP,3813,"Greens, Kale-24 ct",10,4275,4745,5
9/5/2022,TXI,3854,"Greens, Pumpkin Vine-12 ct",12,3650,4052,0
9/5/2022,KHF,3201,"Tomatoes, Roma",36,4050,4496,36
9/5/2022,BXF,3854,"Greens, Pumpkin Vine-12 ct",12,3650,4052,0
9/5/2022,CBS,3153,"Peppers, Jalapeño",12,3000,3329,11
9/5/2022,TXI,3826,"Greens, Sweet Potato Leaves-12 ct",10,3525,3913,0
9/5/2022,MLG,3758,"Eggplant, African (Bitter Ball)",11,2400,2664,11
9/5/2022,SRF,3759,"Onions, Bulb",20,4625,5134,20
9/5/2022,MLG,3759,"Onions, Bulb",10,4625,5134,0
9/5/2022,DTF,3202,"Tomatoes, Slicing",36,4600,5106,0
9/5/2022,AGF,3201,"Tomatoes, Roma",10,4050,4496,7
9/5/2022,KHF,3202,"Tomatoes, Slicing",30,4600,5106,30
9/5/2022,RSV,3755,"Carrots, Orange",22,3675,4079,0
9/5/2022,CLP,3717,"Eggplant, Globe",10,3700,4107,10
9/5/2022,BXF,3853,"Greens, Eggplant Leaves -12 ct",15,3650,4052,0
9/5/2022,SRF,3759,"Onions, Bulb",20,4625,5134,10
9/5/2022,KHF,3759,"Onions, Bulb",10,4625,5134,0
9/5/2022,LFF,3458,"Peppers, Habanero",25,4050,4496,0
9/5/2022,MLG,3755,"Carrots, Orange",22,3675,4079,0
9/5/2022,PZM,3458,"Peppers, Habanero",10,4050,4496,0
9/5/2022,PLT,3854,"Greens, Pumpkin Vine-12 ct",14,3650,4052,14
9/5/2022,CHO,3458,"Peppers, Habanero",10,4050,4496,0
9/5/2022,YMF,3755,"Carrots, Orange",11,3675,4079,11
9/5/2022,CMA,3813,"Greens, Kale-24 ct",5,4275,4745,0
9/5/2022,MHA,3364,"Greens, Mustard-24 ct",5,4275,4745,0
9/5/2022,MLG,3854,"Greens, Pumpkin Vine-12 ct",14,3650,4052,0
9/5/2022,KAL,3755,"Carrots, Orange",22,3675,4079,0
9/5/2022,PLT,3853,"Greens, Eggplant Leaves -12 ct",20,3650,4052,20
9/5/2022,CAL,3153,"Peppers, Jalapeño",12,3000,3329,0
9/5/2022,YMF,3702,"Greens, Malabar Spinach-12 ct",14,3650,4052,14
9/5/2022,LOF,3813,"Greens, Kale-24 ct",5,4275,4745,5
9/5/2022,BXF,3702,"Greens, Malabar Spinach-12 ct",12,3650,4052,0
9/5/2022,CVP,3702,"Greens, Malabar Spinach-12 ct",12,3650,4052,12
9/5/2022,LDX,3153,"Peppers, Jalapeño",10,3000,3329,10
9/5/2022,PBY,3717,"Eggplant, Globe",15,3700,4107,15
9/5/2022,CHO,3702,"Greens, Malabar Spinach-12 ct",12,3650,4052,0
9/5/2022,MLG,3826,"Greens, Sweet Potato Leaves-12 ct",10,3525,3913,0
9/5/2022,PLT,3458,"Peppers, Habanero",10,4050,4496,0
9/5/2022,PBY,3201,"Tomatoes, Roma",10,4050,4496,1
9/5/2022,BXF,3364,"Greens, Mustard-24 ct",5,4275,4745,0
9/5/2022,MFP,3364,"Greens, Mustard-24 ct",5,4275,4745,0
9/5/2022,MLG,3702,"Greens, Malabar Spinach-12 ct",14,3650,4052,14
9/5/2022,PLT,3364,"Greens, Mustard-24 ct",5,4275,4745,0
9/5/2022,SXF,3826,"Greens, Sweet Potato Leaves-12 ct",50,3525,3913,50
9/5/2022,YMF,3717,"Eggplant, Globe",10,3700,4107,10
9/5/2022,MLG,3364,"Greens, Mustard-24 ct",10,4275,4745,0
9/5/2022,LOF,3364,"Greens, Mustard-24 ct",5,4275,4745,0
9/5/2022,KHF,3853,"Greens, Eggplant Leaves -12 ct",15,3650,4052,0
9/5/2022,LDX,3458,"Peppers, Habanero",11,4050,4496,0
9/5/2022,TXI,3702,"Greens, Malabar Spinach-12 ct",12,3650,4052,12
9/5/2022,CVP,3826,"Greens, Sweet Potato Leaves-12 ct",10,3525,3913,0
9/5/2022,CBS,3201,"Tomatoes, Roma",10,4050,4496,0
9/5/2022,CBO,3813,"Greens, Kale-24 ct",5,4275,4745,5
9/5/2022,KSL,3828,"Peppers, Green Bell",10,4075,4523,0
9/5/2022,PLT,3758,"Eggplant, African (Bitter Ball)",22,2400,2664,0
9/5/2022,CHO,3853,"Greens, Eggplant Leaves -12 ct",15,3650,4052,0
9/5/2022,CMU,3755,"Carrots, Orange",11,3675,4079,0
9/5/2022,YMF,3853,"Greens, Eggplant Leaves -12 ct",20,3650,4052,20
9/5/2022,LEE,3828,"Peppers, Green Bell",10,4075,4523,0
9/5/2022,CLP,3853,"Greens, Eggplant Leaves -12 ct",15,3650,4052,0
9/5/2022,CLP,3826,"Greens, Sweet Potato Leaves-12 ct",10,3525,3913,0
9/5/2022,SRF,3759,"Onions, Bulb",20,4625,5134,0
9/5/2022,LFF,3153,"Peppers, Jalapeño",10,3000,3329,10
9/5/2022,MMO,3813,"Greens, Kale-24 ct",5,4275,4745,5
9/5/2022,PLT,3854,"Greens, Pumpkin Vine-12 ct",12,3650,4052,6
9/5/2022,D2D,3813,"Greens, Kale-24 ct",5,4275,4745,5
9/5/2022,CLP,3702,"Greens, Malabar Spinach-12 ct",12,3650,4052,0
9/5/2022,MFP,3759,"Onions, Bulb",10,4625,5134,10
9/5/2022,CLP,3854,"Greens, Pumpkin Vine-12 ct",12,3650,4052,0
9/5/2022,D2D,3754,"Cabbage, Red",5,4075,4523,5
9/5/2022,PZM,3153,"Peppers, Jalapeño",10,3000,3329,0
9/5/2022,JWI,3813,"Greens, Kale-24 ct",5,4275,4745,0
9/5/2022,HOP,3717,"Eggplant, Globe",10,3700,4107,10
9/5/2022,LFF,3828,"Peppers, Green Bell",20,4075,4523,0
9/5/2022,BXF,3826,"Greens, Sweet Potato Leaves-12 ct",10,3525,3913,0
9/5/2022,TEB,3854,"Greens, Pumpkin Vine-12 ct",12,3650,4052,10
9/5/2022,CHO,3854,"Greens, Pumpkin Vine-12 ct",12,3650,4052,0
9/5/2022,NTN,3755,"Carrots, Orange",22,3675,4079,22
9/5/2022,KSL,3364,"Greens, Mustard-24 ct",10,4275,4745,0
