Delivery Week,Producer Code,Product ID,Product,Quantity,Cost,Price
9/12/2022,SRF,3759,"Onions, Bulb",20,$46.25,$51.34
9/12/2022,CHO,3458,"Peppers, Habanero",10,$40.50,$44.96
9/12/2022,MHA,3364,"Greens, Mustard-24 ct",5,$42.75,$47.45
9/12/2022,CMU,3138,"Greens, Collard-24 ct",10,$42.75,$47.45
9/12/2022,BXF,3826,"Greens, Sweet Potato Leaves-12 ct",10,$35.25,$39.13
9/12/2022,PLT,3364,"Greens, Mustard-24 ct",5,$42.75,$47.45
9/12/2022,CVP,3826,"Greens, Sweet Potato Leaves-12 ct",10,$35.25,$39.13
9/12/2022,MLG,3755,"Carrots, Orange",22,$36.75,$40.79
9/12/2022,BXF,3364,"Greens, Mustard-24 ct",5,$42.75,$47.45
9/12/2022,KSL,3828,"Peppers, Green Bell",10,$40.75,$45.23
9/12/2022,PLT,3758,"Eggplant, African (Bitter Ball)",22,$24.00,$26.64
9/12/2022,MLG,3759,"Onions, Bulb",10,$46.25,$51.34
9/12/2022,TXI,3826,"Greens, Sweet Potato Leaves-12 ct",10,$35.25,$39.13
9/12/2022,CLP,3826,"Greens, Sweet Potato Leaves-12 ct",10,$35.25,$39.13
9/12/2022,LFF,3828,"Peppers, Green Bell",20,$40.75,$45.23
9/12/2022,CMU,3132,"Carrots, Rainbow",11,$36.75,$40.79
9/12/2022,MFP,3759,"Onions, Bulb",10,$46.25,$51.34
9/19/2022,PLT,3458,"Peppers, Habanero",10,$40.50,$44.96
9/19/2022,MMO,3364,"Greens, Mustard-24 ct",5,$42.75,$47.45
9/19/2022,MHG,3200,"Tomatoes, Grape, 12 ct Pint",10,$40.50,$44.96
9/19/2022,KHF,3201,"Tomatoes, Roma",36,$40.50,$44.96
9/19/2022,KSL,3202,"Tomatoes, Slicing",15,$46.00,$51.06
9/19/2022,LDX,3458,"Peppers, Habanero",11,$40.50,$44.96
9/19/2022,MLG,3364,"Greens, Mustard-24 ct",10,$42.75,$47.45
9/19/2022,LDX,3153,"Peppers, Jalapeño",10,$30.00,$33.30
9/19/2022,YMF,3200,"Tomatoes, Grape, 12 ct Pint",18,$40.50,$44.96
9/19/2022,AGF,3759,"Onions, Bulb",20,$46.25,$51.34
9/19/2022,D2D,3200,"Tomatoes, Grape, 12 ct Pint",10,$40.50,$44.96
9/19/2022,D2D,3200,"Tomatoes, Grape, 12 ct Pint",10,$40.50,$44.96
9/19/2022,KHF,3759,"Onions, Bulb",10,$46.25,$51.34
9/19/2022,MFP,3364,"Greens, Mustard-24 ct",5,$42.75,$47.45
9/19/2022,CHO,3200,"Tomatoes, Grape, 12 ct Pint",10,$40.50,$44.96
9/19/2022,MLG,3759,"Onions, Bulb",10,$46.25,$51.34
9/19/2022,CBS,3201,"Tomatoes, Roma",10,$40.50,$44.96
9/19/2022,DTF,3202,"Tomatoes, Slicing",36,$46.00,$51.06
9/19/2022,KSL,3364,"Greens, Mustard-24 ct",10,$42.75,$47.45
9/19/2022,LFF,3458,"Peppers, Habanero",25,$40.50,$44.96
9/19/2022,MFP,3759,"Onions, Bulb",10,$46.25,$51.34
9/19/2022,CTH,3202,"Tomatoes, Slicing",15,$46.00,$51.06
9/19/2022,SRF,3759,"Onions, Bulb",10,$46.25,$51.34
9/19/2022,CBS,3153,"Peppers, Jalapeño",12,$30.00,$33.30
9/19/2022,SRF,3759,"Onions, Bulb",20,$46.25,$51.34
9/19/2022,PLT,3364,"Greens, Mustard-24 ct",5,$42.75,$47.45
9/19/2022,AGF,3189,"Squash, Winter, Delicata",30,$40.75,$45.23
9/19/2022,LFF,3153,"Peppers, Jalapeño",10,$30.00,$33.30
9/19/2022,LFF,3828,"Peppers, Green Bell",20,$40.75,$45.23
9/19/2022,PZM,3828,"Peppers, Green Bell",10,$40.75,$45.23
9/19/2022,PZM,3153,"Peppers, Jalapeño",10,$30.00,$33.30
9/19/2022,CHO,3458,"Peppers, Habanero",10,$40.50,$44.96
9/19/2022,CAL,3189,"Squash, Winter, Delicata",40,$40.75,$45.23
9/19/2022,CAL,3153,"Peppers, Jalapeño",12,$30.00,$33.30
9/19/2022,KHF,3153,"Peppers, Jalapeño",12,$30.00,$33.30
9/19/2022,CBS,3201,"Tomatoes, Roma",15,$40.50,$44.96
9/19/2022,MHA,3364,"Greens, Mustard-24 ct",5,$42.75,$47.45
9/19/2022,AGF,3201,"Tomatoes, Roma",10,$40.50,$44.96
9/19/2022,LOF,3364,"Greens, Mustard-24 ct",5,$42.75,$47.45
9/19/2022,BXF,3364,"Greens, Mustard-24 ct",5,$42.75,$47.45
9/19/2022,CAL,3759,"Onions, Bulb",20,$46.25,$51.34
9/19/2022,PBY,3201,"Tomatoes, Roma",10,$40.50,$44.96
9/19/2022,LEE,3828,"Peppers, Green Bell",10,$40.75,$45.23
9/19/2022,AGF,3189,"Squash, Winter, Delicata",60,$40.75,$45.23
9/19/2022,KSL,3828,"Peppers, Green Bell",10,$40.75,$45.23
9/19/2022,PZM,3458,"Peppers, Habanero",10,$40.50,$44.96
9/19/2022,CAL,3189,"Squash, Winter, Delicata",20,$40.75,$45.23
9/26/2022,PZM,3573,"Greens, Bok Choi",10,$46.25,$51.34
9/26/2022,CAL,3189,"Squash, Winter, Delicata",65,$40.75,$45.23
9/26/2022,PBY,3573,"Greens, Bok Choi",10,$46.25,$51.34
9/26/2022,AGF,3189,"Squash, Winter, Delicata",60,$40.75,$45.23
9/26/2022,MHG,3200,"Tomatoes, Grape, 12 ct Pint",10,$40.50,$44.96
9/26/2022,PZM,3573,"Greens, Bok Choi",10,$46.25,$51.34
9/26/2022,MFP,3573,"Greens, Bok Choi",10,$46.25,$51.34
9/26/2022,PBY,3189,"Squash, Winter, Delicata",25,$40.75,$45.23
9/26/2022,KHF,3201,"Tomatoes, Roma",18,$40.50,$44.96
9/26/2022,TEB,3573,"Greens, Bok Choi",10,$46.25,$51.34
9/26/2022,PZM,3449,"Peppers, Poblano",10,$46.25,$51.34
9/26/2022,TEB,3573,"Greens, Bok Choi",10,$46.25,$51.34
9/26/2022,NTN,3449,"Peppers, Poblano",20,$46.25,$51.34
9/26/2022,PZM,3573,"Greens, Bok Choi",10,$46.25,$51.34
9/26/2022,D2D,3200,"Tomatoes, Grape, 12 ct Pint",10,$40.50,$44.96
9/26/2022,CHO,3200,"Tomatoes, Grape, 12 ct Pint",10,$40.50,$44.96
9/26/2022,PBY,3573,"Greens, Bok Choi",10,$46.25,$51.34
9/26/2022,MFP,3573,"Greens, Bok Choi",10,$46.25,$51.34
9/26/2022,YMF,3200,"Tomatoes, Grape, 12 ct Pint",18,$40.50,$44.96
9/26/2022,CHO,3449,"Peppers, Poblano",10,$46.25,$51.34
9/26/2022,CBS,3201,"Tomatoes, Roma",14,$40.50,$44.96
9/26/2022,SRF,3201,"Tomatoes, Roma",30,$40.50,$44.96
9/26/2022,MFP,3573,"Greens, Bok Choi",10,$46.25,$51.34
9/26/2022,D2D,3200,"Tomatoes, Grape, 12 ct Pint",10,$40.50,$44.96
9/26/2022,AGF,3449,"Peppers, Poblano",10,$46.25,$51.34
9/26/2022,PBY,3201,"Tomatoes, Roma",9,$40.50,$44.96
10/3/2022,MMO,3364,"Greens, Mustard-24 ct",5,$42.75,$47.45
10/3/2022,MLG,3364,"Greens, Mustard-24 ct",10,$42.75,$47.45
10/3/2022,AGF,3189,"Squash, Winter, Delicata",90,$40.75,$45.23
10/3/2022,KAL,3132,"Carrots, Rainbow",22,$36.75,$40.79
10/3/2022,CLP,3613,"Beets, Bulk",11,$31.00,$34.41
10/3/2022,NTN,3613,"Beets, Bulk",11,$31.00,$34.41
10/3/2022,CMU,3132,"Carrots, Rainbow",11,$36.75,$40.79
10/3/2022,JWI,3278,"Radishes, bunched-24 ct",10,$43.50,$48.29
10/3/2022,CHO,3278,"Radishes, bunched-24 ct",20,$43.50,$48.29
10/3/2022,MFP,3364,"Greens, Mustard-24 ct",5,$42.75,$47.45
10/3/2022,RSV,3755,"Carrots, Orange",22,$36.75,$40.79
10/3/2022,BXF,3364,"Greens, Mustard-24 ct",5,$42.75,$47.45
10/3/2022,MLG,3759,"Onions, Bulb",10,$46.25,$51.34
10/3/2022,PBY,3613,"Beets, Bulk",11,$31.00,$34.41
10/3/2022,CAL,3759,"Onions, Bulb",20,$46.25,$51.34
10/3/2022,D2D,3278,"Radishes, bunched-24 ct",10,$43.50,$48.29
10/3/2022,PLT,3364,"Greens, Mustard-24 ct",5,$42.75,$47.45
10/3/2022,PBY,3613,"Beets, Bulk",11,$31.00,$34.41
10/3/2022,MHA,3364,"Greens, Mustard-24 ct",5,$42.75,$47.45
10/3/2022,MFP,3759,"Onions, Bulb",10,$46.25,$51.34
10/3/2022,KSL,3613,"Beets, Bulk",11,$31.00,$34.41
10/3/2022,CAL,3189,"Squash, Winter, Delicata",60,$40.75,$45.23
10/3/2022,YMF,3613,"Beets, Bulk",11,$31.00,$34.41
10/3/2022,YMF,3132,"Carrots, Rainbow",11,$36.75,$40.79
10/3/2022,LOF,3364,"Greens, Mustard-24 ct",5,$42.75,$47.45
10/3/2022,KHF,3759,"Onions, Bulb",10,$46.25,$51.34
10/3/2022,AGF,3759,"Onions, Bulb",20,$46.25,$51.34
10/3/2022,SRF,3759,"Onions, Bulb",10,$46.25,$51.34
10/3/2022,SRF,3759,"Onions, Bulb",20,$46.25,$51.34
10/3/2022,KSL,3364,"Greens, Mustard-24 ct",10,$42.75,$47.45
10/10/2022,MLG,3759,"Onions, Bulb",10,$46.25,$51.34
10/10/2022,PBY,3573,"Greens, Bok Choi",10,$46.25,$51.34
10/10/2022,CAL,3759,"Onions, Bulb",20,$46.25,$51.34
10/10/2022,KSL,3613,"Beets, Bulk",11,$31.00,$34.41
10/10/2022,MFP,3573,"Greens, Bok Choi",10,$46.25,$51.34
10/10/2022,SRF,3759,"Onions, Bulb",10,$46.25,$51.34
10/10/2022,NTN,3613,"Beets, Bulk",11,$31.00,$34.41
10/10/2022,PBY,3613,"Beets, Bulk",11,$31.00,$34.41
10/10/2022,YMF,3132,"Carrots, Rainbow",22,$36.75,$40.79
10/10/2022,KHF,3759,"Onions, Bulb",10,$46.25,$51.34
10/10/2022,PBY,3573,"Greens, Bok Choi",10,$46.25,$51.34
10/10/2022,MFP,3573,"Greens, Bok Choi",10,$46.25,$51.34
10/10/2022,PBY,3573,"Greens, Bok Choi",10,$46.25,$51.34
10/10/2022,YMF,3178,"Radishes, Purple Daikon",22,$39.00,$43.29
10/10/2022,YMF,3613,"Beets, Bulk",11,$31.00,$34.41
10/10/2022,AGF,3759,"Onions, Bulb",20,$46.25,$51.34
10/10/2022,PBY,3613,"Beets, Bulk",11,$31.00,$34.41
10/10/2022,MFP,3759,"Onions, Bulb",10,$46.25,$51.34
10/10/2022,TEB,3573,"Greens, Bok Choi",10,$46.25,$51.34
10/10/2022,KAL,3132,"Carrots, Rainbow",22,$36.75,$40.79
10/10/2022,HAF,3178,"Radishes, Purple Daikon",22,$39.00,$43.29
10/10/2022,TEB,3573,"Greens, Bok Choi",10,$46.25,$51.34
10/10/2022,PBY,3573,"Greens, Bok Choi",10,$46.25,$51.34
10/10/2022,CLP,3613,"Beets, Bulk",11,$31.00,$34.41
10/10/2022,SRF,3759,"Onions, Bulb",20,$46.25,$51.34
10/10/2022,YMF,3178,"Radishes, Purple Daikon",22,$39.00,$43.29
10/10/2022,MFP,3573,"Greens, Bok Choi",10,$46.25,$51.34
10/10/2022,RSV,3755,"Carrots, Orange",22,$36.75,$40.79
10/10/2022,PZM,3573,"Greens, Bok Choi",10,$46.25,$51.34
10/10/2022,PBY,3573,"Greens, Bok Choi",10,$46.25,$51.34
10/10/2022,PZM,3573,"Greens, Bok Choi",18,$46.25,$51.34
10/17/2022,CLP,3613,"Beets, Bulk",11,$31.00,$34.41
10/17/2022,MLG,3755,"Carrots, Orange",22,$36.75,$40.79
10/17/2022,PBY,3613,"Beets, Bulk",11,$31.00,$34.41
10/17/2022,YMF,3178,"Radishes, Purple Daikon",22,$39.00,$43.29
10/17/2022,YMF,3178,"Radishes, Purple Daikon",22,$39.00,$43.29
10/17/2022,CMU,3132,"Carrots, Rainbow",11,$36.75,$40.79
10/17/2022,YMF,3755,"Carrots, Orange",11,$36.75,$40.79
10/17/2022,KSL,3613,"Beets, Bulk",11,$31.00,$34.41
10/17/2022,NTN,3613,"Beets, Bulk",11,$31.00,$34.41
10/17/2022,YMF,3132,"Carrots, Rainbow",33,$36.75,$40.79
10/17/2022,NTN,3132,"Carrots, Rainbow",22,$36.75,$40.79
10/17/2022,PBY,3613,"Beets, Bulk",11,$31.00,$34.41
10/17/2022,NTN,3755,"Carrots, Orange",22,$36.75,$40.79
10/17/2022,CMU,3755,"Carrots, Orange",11,$36.75,$40.79
10/17/2022,YMF,3613,"Beets, Bulk",11,$31.00,$34.41
10/17/2022,HAF,3178,"Radishes, Purple Daikon",22,$39.00,$43.29
10/24/2022,NTN,3132,"Carrots, Rainbow",11,$36.75,$40.79
10/24/2022,YMF,3178,"Radishes, Purple Daikon",22,$39.00,$43.29
10/24/2022,YMF,3178,"Radishes, Purple Daikon",22,$39.00,$43.29
10/24/2022,HAF,3178,"Radishes, Purple Daikon",22,$39.00,$43.29
10/24/2022,KSL,3613,"Beets, Bulk",11,$31.00,$34.41
10/24/2022,CLP,3613,"Beets, Bulk",11,$31.00,$34.41
10/24/2022,CMU,3132,"Carrots, Rainbow",11,$36.75,$40.79
10/24/2022,YMF,3613,"Beets, Bulk",11,$31.00,$34.41
10/24/2022,PBY,3613,"Beets, Bulk",11,$31.00,$34.41
10/24/2022,NTN,3613,"Beets, Bulk",11,$31.00,$34.41
10/24/2022,RSV,3755,"Carrots, Orange",11,$36.75,$40.79
10/24/2022,PBY,3613,"Beets, Bulk",11,$31.00,$34.41
10/24/2022,YMF,3132,"Carrots, Rainbow",33,$36.75,$40.79
10/31/2022,D2D,,"Radishes, Watermelon",22,$36.50,$40.52
10/31/2022,D2D,,"Radishes, Watermelon",22,$36.50,$40.52
10/31/2022,D2D,,"Radishes, Watermelon",22,$36.50,$40.52
11/7/2022,MLG,3755,"Carrots, Orange",22,$36.75,$40.79
11/7/2022,NTN,3755,"Carrots, Orange",22,$36.75,$40.79
11/7/2022,CMU,3755,"Carrots, Orange",11,$36.75,$40.79
11/7/2022,YMF,3755,"Carrots, Orange",11,$36.75,$40.79
